Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,MACD,MACD_Signal,MACD_Hist,RSI,Upper_Band,Middle_Band,Lower_Band,Momentum,Stoch_K,Stoch_D,Williams_%R,OBV,ATR,Returns,Volatility_5d,Volatility_10d,Lag1_Close,Lag1_Volume
2021-01-22,261.7746887207031,274.96952373002455,260.5751403458998,272.6627324235646,44440810,274.68811960717005,247.12288259636404,273.64746969585946,247.12288259636404,9.658656529823986,10.068108014806857,-0.40945148498287054,58.57644172735837,287.73978191442916,266.2913964450267,244.8430109756242,4.982646671369366,67.0225245081183,69.5501102521968,-45.427813582086074,695258159.0,10.84085767963491,-0.02796058335826035,0.01814563811647005,0.027759075730908037,280.5058393265329,29995203.0
2021-01-25,259.2372131347656,265.7423532261516,255.63859624090307,262.51284546125044,34034630,274.36516500783046,248.06958938992625,271.6229925622942,247.72641055184977,8.155985958114229,9.68568360346833,-1.5296976453541014,50.1069264200469,286.86031082325684,267.01803412323665,247.17575742321645,-3.229545993395618,52.07569749386343,63.243864433054334,-77.99111695010279,661223529.0,11.282520429851095,-0.03722506142330784,0.022683225985505102,0.030385808748822695,272.6627324235646,44440810.0
2021-01-27,254.34683227539065,262.8358364965628,251.6248351246685,258.5452098183164,39211107,274.38361953333197,249.08826899181093,269.245213881571,248.1506771897504,6.56922769869891,9.062392422514446,-2.4931647238155357,47.23199729593446,286.6607563919529,267.1979650695956,247.73517374723838,0.18454525501510943,32.07153285215527,50.38991828471234,-80.36647091134529,622012422.0,11.277411925711325,-0.01511406284123995,0.022454059635376646,0.02938444977978429,262.51284546125044,34034630.0
2021-01-28,260.5290222167969,261.45173876216603,248.67210897698837,250.88662305405947,48717297,272.15986995725353,249.82459624362843,265.90728827656886,248.2579691844292,4.64023664019976,8.177961266051508,-3.537724625851748,42.1989339586357,287.1370967863411,266.9165373799432,246.6959779735453,-22.237495760784128,15.813166375139701,33.32013224038614,-94.20291301313277,573295125.0,11.384713201387493,-0.029621847450350014,0.021588828803180877,0.022874933519811916,258.5452098183164,39211107.0
2021-01-29,260.2983703613281,268.1875863874432,257.5302204351015,263.5278786085926,42300984,270.21293613840663,250.81651661390063,265.4746683369368,248.85678916184736,4.084457916207896,7.359260596082786,-3.27480267987489,51.40392795517881,286.78402081232406,267.4055771692947,248.02713352626535,-19.469338188469123,21.43986462972943,23.10818795234147,-61.11102218633358,615596109.0,11.807302496530083,0.05038632749984928,0.035718627829624684,0.026151780235888475,250.88662305405947,48717297.0
2021-02-01,286.68804931640625,289.6407254424253,260.8981099434261,263.06649951287875,103414068,268.2106432307019,251.6598796605201,265.0368194598353,249.41403270502505,3.565667046001124,6.600541886066454,-3.0348748400653296,51.08416631915274,286.33116020158786,267.8761630336545,249.42116586572115,-20.022929077047195,26.607076227975835,21.286702410948326,-64.86483611660607,512182041.0,13.016967710992164,-0.0017507790756328134,0.034681855482020144,0.026097119986077156,263.5278786085926,42300984.0
2021-02-02,307.3569030761719,311.32457316652153,290.65572709388283,290.65572709388283,121434166,269.2717676910394,252.89632000360672,269.6948026660258,251.0313540536077,5.319422643657106,6.344318037584584,-1.024895393927478,65.0747512114063,289.96810109710026,269.4055649637269,248.8430288303535,10.611244603374928,47.011487964222944,31.686142940642743,-32.98967780439141,633616207.0,15.534189564038638,0.10487548825901882,0.055408028257415934,0.04383765422511185,263.06649951287875,103414068.0
2021-02-03,309.9866638183594,313.63137761971683,300.6210674752607,307.9566759641038,66420168,272.6027751583647,254.59873201090653,276.65150690203996,253.26371961872522,8.012960156896327,6.678046461446932,1.3349136954493943,70.72860852206205,297.6783666860766,271.9753302491848,246.27229381229304,33.31007467325304,64.46990056009469,46.029488250764494,-8.735784398718382,700036375.0,16.065722489881164,0.05952385333399168,0.05299337078642925,0.04610127387164234,290.65572709388283,121434166.0
2021-02-04,327.6566772460937,330.33254981107206,305.5114783760777,308.5564319570743,145203439,275.88764632202566,256.27623066398934,282.4524023665917,255.43206127905265,10.079809568054031,7.3583990827683525,2.721410485285679,70.90444997511214,304.0495426886994,274.3467134889089,244.6438842891184,32.84871163660932,77.20262358833374,62.89467070421713,-26.666667031888895,845239814.0,16.69110455738925,0.0019475336623013817,0.044283486675985785,0.04614483128200421,307.9566759641038,66420168.0
2021-02-05,362.7198791503906,376.7913064491906,355.38427136050126,357.0913025990558,214955688,283.54619264927794,258.979790032392,296.02311149976697,259.4186981935626,15.45599397765983,8.977918061746648,6.478075915913182,80.9025464296045,325.322528768751,278.86802379465547,232.41351882055997,76.58546327252287,83.07374648189615,74.91542354344153,-15.37630912370418,1060195502.0,20.372802409869752,0.1572965772715882,0.06813231583666354,0.06516650103064528,308.5564319570743,145203439.0
2021-02-08,366.3646240234375,376.2838277240696,364.2423870534445,367.24121607921705,79389205,293.00404101484315,261.79499883319323,308.9718577869397,263.64703222829417,20.30164729439906,11.24266390827713,9.05898338612193,82.27433281592667,343.811295870134,283.84608031100663,223.88086475187924,94.57848365565246,83.500985731742,81.2591186006573,-7.454066649180812,1139584707.0,20.2884968895229,0.028423860806146894,0.061857902691640584,0.062333940321972856,357.0913025990558,214955688.0
2021-02-09,364.2884826660156,372.3161279144172,358.9367379397975,366.0877912020943,63869990,303.3615355889275,264.61389759892455,319.35657295333147,267.6643168939334,23.774730417949684,13.749077210211642,10.025653207738042,81.55738757044564,358.01771513939906,288.86335029837903,219.708985457359,103.57494574084387,89.60509425194368,85.3932754885273,-8.35434147128388,1075714717.0,19.7949892527441,-0.0031407827515578246,0.06556426875999595,0.05897725463329316,367.24121607921705,79389205.0
2021-02-10,361.9355773925781,367.14892042173966,358.01403193963114,363.5964559678432,54163507,313.8666602038802,267.3562111791988,327.40018804687907,271.4263615634985,26.02613084742427,16.204487937654168,9.821642909770102,79.93708007981245,368.97502368835285,294.12513986860614,219.27525604885943,105.05124614952683,91.2975685251555,88.13454950294708,-10.298886304068706,1021551210.0,19.033553483412987,-0.006805294506190718,0.06944977351615969,0.058242321832216615,366.0877912020943,63869990.0
2021-02-11,359.99786376953125,366.2723533342808,358.244707920217,361.5203404765916,36392708,324.93003194613345,270.0653067109755,333.60385212500864,274.9594587757767,27.327838428509097,18.429158035825154,8.898680392683943,78.53681125484083,378.197824244042,298.5449509516935,218.89207765934503,110.63371742253216,89.80914323696072,90.23726867135332,-11.919342513765177,985158502.0,18.247417192745186,-0.005709944244987941,0.07045304808944455,0.05567804219631075,363.5964559678432,54163507.0
2021-02-12,362.7660217285156,368.4868758501748,355.7533700126652,360.7821866918208,53589755,334.65546275445627,272.6978165401208,338.5453675007927,278.32505594895486,27.977382374693434,20.33880290359881,7.638579471094623,78.01355643015609,386.1624712747533,302.43419944643153,218.7059276181098,97.25430808322824,88.42876084958154,89.8451575372326,-12.495488633421422,931568747.0,17.85356638165693,-0.0020418042973673334,0.014814311285165584,0.0568901210020126,361.5203404765916,36392708.0
2021-02-15,375.4995422363281,377.80633380146327,365.11898019322,366.7798588564866,56608937,345.02679868881705,275.4327484895041,343.6789113836461,281.79387174925023,28.64590054082612,22.00022243104427,6.645678109781848,79.22473217342191,394.33195466631065,306.61872095975957,218.9054872532085,103.71335934360786,89.01546615625655,89.08445674759962,-8.538770384043689,988177684.0,17.79432214794161,0.016624080638961702,0.009605707275294497,0.05592210820031347,360.7821866918208,53589755.0
2021-02-16,371.2550048828125,383.6194008664156,369.3634190835168,380.15921384717547,80365431,353.97714736414633,278.2931698496945,350.3116936497423,285.6513361452473,29.910518299408693,23.582281604717156,6.328236694691537,81.65279159025711,404.00294291079655,311.6244575275929,219.2459721443892,89.50348675329263,92.13387946102434,89.85936882228748,-2.5641025994618336,1068543115.0,17.726123566654994,0.03647788903240712,0.0186610465479911,0.0503442685077157,366.7798588564866,56608937.0
2021-02-17,379.9285278320313,382.788954681282,369.2250105478752,371.8547582666876,74161370,360.36695559440466,280.8620123940217,354.2286144891869,289.03186250295084,29.897991388180458,24.845423561409817,5.052567826770641,75.73613339532942,410.77885118099215,316.4848653763848,222.19087957177743,63.898082302583816,93.18890432395328,91.44608331374474,-9.330414044634612,994381745.0,17.428825035708698,-0.021844677908625543,0.02241905837638715,0.05129631693446777,380.15921384717547,80365431.0
2021-02-18,383.1119384765625,394.6458958228092,381.7278635950129,392.2006743381445,67154539,368.73137983251166,283.70582400536284,361.13262537081556,293.07769826119375,31.170495045902157,26.110437858308284,5.060057187593873,79.6304980845109,420.13420990340984,322.3095130772687,224.4848162511276,83.64424238107017,95.42575003727528,93.58284460741766,-1.8282332440776896,1061536284.0,17.811847358595337,0.054714685288133724,0.030303454298001964,0.0519290500007341,371.8547582666876,74161370.0
2021-02-19,368.67138671875,382.9273686965026,364.4730376749844,382.9273686965026,66155518,371.3149864422563,286.3429472682929,365.0953059754859,296.6012147488529,31.072500651953135,27.102850417037253,3.969650234915882,73.81529386611992,426.67858735179254,327.43058954576725,228.18259173974192,25.836066097446803,92.52415763439474,93.71293733187446,-11.268879808103398,995380766.0,18.520118023207107,-0.023644287856697366,0.03485680480428297,0.025828743057914428,392.2006743381445,67154539.0
2021-02-22,359.3981018066406,370.0093422964387,355.8456374021541,369.6402613025216,52535049,371.55489096458683,288.7715372223978,365.9216614894924,299.4654910842909,29.581681654872625,27.59861666460433,1.9830649902682964,66.33979440577276,429.81174936625195,332.2794659897151,234.74718261317827,2.3990452233045403,86.76939086481252,91.57309951216087,-26.594714353381313,942845717.0,19.13166182828863,-0.03469876660738758,0.04043624169738299,0.027736911319928437,382.9273686965026,66155518.0
2021-02-23,365.0266723632813,368.8098158454475,358.9367375089495,361.7048871555481,45462768,371.1166005599322,291.02204311988515,365.15497524695706,301.90625171453627,27.443526592388594,27.56759865016118,-0.12407205777258667,62.28298217703336,430.0498998962115,337.23906807443,244.42823625264847,-4.38290404654623,75.0599507807592,84.78449975998883,-36.95655349623768,897382949.0,18.529651968666023,-0.02146782961090654,0.036242661390446476,0.028631456881884683,369.6402613025216,52535049.0
2021-02-24,374.8536682128906,378.77521428034856,364.6576597011319,366.31853853665865,39632090,371.38880881681376,293.2919264548004,365.36653220872097,304.43222374677634,25.823627703837133,27.218804460896372,-1.3951767570592395,63.67386957886547,428.8151933117683,342.6277345103471,256.4402757089259,2.7220825688154378,54.766163193738016,72.19850161310326,-72.15024256916692,937015039.0,18.42541447981849,0.012755291799877,0.03657136556978187,0.028845975324388064,361.7048871555481,45462768.0
2021-02-25,375.77630615234375,382.8350819620648,375.1303933189005,379.2364931334887,46988836,373.1604240825035,295.8192474014058,367.88834328595146,307.3657245070396,25.290681901968867,26.83317994911087,-1.5424980471420042,67.30897361402043,425.5193746162328,349.0452280143186,272.57108141240434,17.716152656897066,50.42424364341293,60.0834525393034,-39.62047300435657,984003875.0,18.289066547360466,0.035264266581849,0.029274787570176788,0.030623877102238316,366.31853853665865,39632090.0
2021-02-26,359.99786376953125,370.009344175163,357.09131220894784,368.6252693216399,64450414,373.94473234548536,298.15741087706874,368.0223298378948,309.76805959780825,23.738439480734087,26.214231855435514,-2.4757923747014274,61.835164693054644,420.2688225398274,354.3000975499709,288.33137256011446,7.843082629819094,40.441786301898475,48.544064379683164,-66.90392552078106,919553461.0,18.564503288587638,-0.027980492394527268,0.029970845605575825,0.032356240567773156,379.2364931334887,46988836.0
2021-03-01,364.4269104003906,366.9643808969752,360.7821687871212,364.5653122502076,29677890,373.72327768485746,300.46604777688185,367.39378118558807,311.9169714665298,21.927900387393322,25.356965561827074,-3.4290651744337524,59.83032935565896,410.41633158077633,359.37503818683734,308.33374479289836,-2.2145466062789865,38.71092086589733,43.1923169370696,-77.34283887717037,889875571.0,17.798688806154143,-0.011013778515248207,0.026174326999494395,0.032207173334857245,368.6252693216399,64450414.0
2021-03-02,363.7348937988281,368.67140506548753,360.3669556925378,364.4730558127933,30534337,372.15466188141926,302.8152842290479,366.8627402087163,313.97799438206954,20.25213676213434,24.335999801888526,-4.083863039754185,59.782896413831956,403.20881015363767,363.06590462278285,322.92299909192803,-15.686158034382174,26.057729356587874,35.070145508127915,-77.58004753228494,859341234.0,17.120528846639544,-0.00025305873684167146,0.023953866481253847,0.02955158936866772,364.5653122502076,29677890.0
2021-03-03,373.746337890625,377.2988023404721,365.3957641404395,365.8571224284956,46268223,371.55489829760006,305.1783613546479,366.6799006123125,316.0124699917333,18.81883283405722,23.232566408322263,-4.413733574265045,60.29150893573071,397.13914065603024,365.9609269460025,334.7827132359747,-5.997635838192025,23.685253895486706,29.48463470599066,-74.02135190408458,905609457.0,16.81375868099949,0.003797445637279795,0.023250040380101325,0.02891922032083962,364.4730558127933,30534337.0
2021-03-04,365.0728454589844,372.3161769623096,363.9656023485954,367.8871482025974,43603653,369.1235456840454,307.83394035341973,366.8994001741825,318.04677109804175,17.643353660602543,22.11472385877832,-4.4713701981757765,61.069185463005645,385.61777515574687,368.92746275827864,352.2371503608104,-24.31352613554708,26.477738504533207,25.406907252202625,-68.96538505003085,949213110.0,16.209245533336258,0.005548684581092367,0.013880449011527428,0.02160009636267629,365.8571224284956,46268223.0
2021-03-05,354.0002136230469,364.47305253661017,348.87914781939054,364.47305253661017,72179228,367.2781140680562,310.38156050906605,366.4582460582603,319.86740958582874,16.248980823023942,20.941575251627444,-4.692594428603503,58.97720040824031,385.2330191935736,369.2965502551564,353.3600813167391,-18.454316159892414,30.361942503788924,26.841644967936308,-65.92743553451777,877033882.0,16.409156594041303,-0.009280279788700496,0.007543325222558579,0.020770563100312733,367.8871482025974,43603653.0
2021-03-08,359.49041748046875,362.99672953569,356.21475643188364,358.42929895000003,39147858,366.157017832804,312.6597485404575,364.998437493122,321.37964054128645,14.489227107778106,19.65110562285758,-5.161878515079472,55.361753146286006,385.468271933022,368.8559543986955,352.24363686436897,-11.210962352521562,28.658062590823658,28.49924786638196,-79.13299164298037,837886024.0,15.826952273375962,-0.016582168543182063,0.009355774142662917,0.01853637794117251,364.47305253661017,72179228.0
2021-03-09,357.6449584960937,364.38077838806,352.7084190721633,363.0428562183528,28054083,366.2908147390845,314.9610038268836,364.6428772613458,323.0134921364655,13.31341634820592,18.383567767927246,-5.070151419721327,57.503390861525105,385.46981197236727,368.7037076495084,351.9376033266495,1.3379690628047456,28.629056364863544,29.216353819825404,-69.05240372791118,865940107.0,15.530195633556016,0.012871596384190553,0.011930230453351318,0.017888203866641722,358.42929895000003,39147858.0
2021-03-10,357.7372436523437,362.6276304585099,355.8918104184582,360.87447451813387,22677399,365.746408337232,317.0795614994235,363.95771312621633,324.49823654358977,12.067500929740618,17.12035440028992,-5.052853470549302,56.140075371793166,385.540255296728,368.56760857702295,351.5949618573179,-5.444064018524784,29.015003785789883,28.767374247159058,-64.76959327173877,843262708.0,14.931684931151631,-0.005972798150626013,0.011802964229288714,0.01743877841728591,363.0428562183528,28054083.0
2021-03-12,351.6473083496094,362.8121850464609,348.3255228967916,361.4281101210432,35336355,363.96557003598747,319.1778201649022,363.4977853070939,325.9464668799605,10.997999656477191,15.895883451527373,-4.897883795050182,56.424143043350796,385.5433486961321,368.5629970592455,351.5826454223589,-17.808383012445518,34.715332245476496,30.786464132043335,-62.03200626392052,878599063.0,14.899897589617181,0.0015341500771108851,0.011225421373359907,0.01197340630867853,360.87447451813387,22677399.0
2021-03-15,354.2309265136719,356.16863716634066,340.80541013282067,352.9391287982521,42722585,362.3969559836487,321.161661084436,361.5780295782136,327.0050026414621,9.357554283794855,14.58821761798087,-5.230663334186016,50.97274149413372,386.182786204049,368.1708441645671,350.15890212508515,-15.686140523387792,34.02260379217847,32.584313274481644,-71.13058908780526,835876478.0,15.30866918951756,-0.023487330080518842,0.014406202244595533,0.01105301818820823,361.4281101210432,35336355.0
2021-03-16,349.2943725585937,357.8756541999037,347.0337336876566,355.7995417613883,38196452,361.52037893476677,323.2045562751501,360.52739542969994,328.13420025400825,8.193847356002834,13.309343565585262,-5.115496209582428,52.63337385190228,386.42202083550575,367.6218283098122,348.82163578411866,-8.765770488819328,34.170838192969455,34.3029247435415,-64.32489006936582,874072930.0,14.989615712569671,0.008104550416032863,0.014242404188485136,0.01140734994487055,352.9391287982521,42722585.0
2021-03-17,339.6981201171875,350.3093613126609,337.7604095714161,348.9714391008516,33143064,359.9702172635726,324.9826312873184,358.42631246081845,328.9513468754531,6.644042031040328,11.976283258676276,-5.332241227635947,48.41744080699476,385.6034390958948,366.06243957249603,346.52144004909724,-15.501616711941665,29.80554910907958,32.66633036474253,-75.12787351559015,840929866.0,15.207438318098422,-0.019190869742929162,0.013409548431122175,0.012532943666997975,355.7995417613883,38196452.0
2021-03-18,338.7292785644531,346.01873426788114,333.19297881616706,342.78922608138095,39405038,357.6634276288611,326.7071884038471,355.5832058463753,329.49400880509734,4.86092352097188,10.553211311135396,-5.692287790163515,44.90989657077697,386.40413744889673,364.6091629632307,342.81418847756464,-23.06789634711464,27.434853727250474,30.470413676433196,-78.24267523329257,801524828.0,15.248225601426004,-0.01771552719443048,0.01402325630851964,0.012837768687975384,348.9714391008516,33143064.0
