Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2020-08-18,860.4929809570312,861.9604342613792,852.6222332236648,857.2468769748864,6141761
2020-08-19,853.15576171875,864.0503288135535,851.5104814620362,863.4722823122752,6622744
2020-08-20,849.465087890625,858.6698648325171,846.0410480925568,852.8001598669294,5656501
2020-08-21,843.817626953125,856.8466625717226,841.8165838617766,856.490899864998,6513773
2020-08-24,842.5725708007812,846.6635705423753,835.2798695258903,842.2168080920477,5798574
2020-08-25,834.301513671875,843.6842254677251,830.2994276370913,842.6614484350185,6233918
2020-08-26,845.5963134765625,848.6645903393826,834.5683754716551,837.1030082860296,5153601
2020-08-27,842.26123046875,854.6232512885985,840.6159501420166,853.7783556011816,6154280
2020-08-28,831.766845703125,847.1081748540247,829.8102595347734,846.1743656751053,7593610
2020-08-31,825.8526611328125,845.3295014480568,813.4017268663498,831.7668766220885,12808355
2020-09-01,813.0015258789062,831.5445018819645,811.1783100162144,823.7626683082028,6907773
2020-09-02,821.7616577148438,823.8961252917443,812.4234570589932,813.7574857241148,5678118
2020-09-03,832.0336303710938,844.3511937305957,821.761620965379,823.9850019744846,8827948
2020-09-04,817.4483032226562,826.6530791095023,813.2683359684394,813.757468945879,8650342
2020-09-07,822.6953735351562,824.9187543913033,812.0231454256508,817.2258891980902,6700385
2020-09-08,835.3687133789062,846.6634999169238,823.1401176605683,827.0532900031419,12891964
2020-09-09,825.0967407226562,841.3274230381384,823.5403739252813,831.544546026067,5528947
2020-09-10,836.03564453125,837.7698924260633,822.4730215381529,831.811220976023,5171884
2020-09-11,841.0606689453125,848.5757084162922,827.9871763570061,831.4556728149255,6671903
2020-09-14,870.1424560546875,881.3927319427276,843.3729148248619,851.1102919718684,21871587
2020-09-15,873.7442016601562,884.0162101470628,864.1392074163185,871.1206014477344,11608203
2020-09-16,890.9088134765625,894.3773097313785,873.3441026543393,876.9015124411186,10059251
