Price,Close,High,Low,Open,Volume
Ticker,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS
Date,,,,,
2020-11-12,794.6025390625,803.2241352634811,785.8098488244086,798.4238132775658,2956620
2020-11-13,799.6904296875,802.7488880240912,791.3421542688644,794.9067585673728,1485460
2020-11-14,800.2844848632812,803.1766064382274,796.1424311490618,803.1766064382274,208940
2020-11-17,807.161865234375,811.1066590871811,800.9927328243243,805.6005523437412,2390080
2020-11-18,801.921875,806.5225582889972,792.3806410519971,805.6005418594688,2892660
2020-11-19,804.84716796875,817.4824818330654,797.8082357272896,800.3723833760943,3604440
2020-11-20,829.85888671875,831.7409791688224,803.9442026071179,810.3533539901955,5080200
2020-11-23,845.3529663085938,848.323469612194,829.8588326805436,829.887319343084,4052900
2020-11-24,840.1820068359375,854.1362377706106,836.4938248757552,843.6230336104917,4289940
2020-11-25,832.7010498046875,845.4765934829279,824.1364848945288,845.4765934829279,2130160
2020-11-26,843.2404174804688,847.8530527192979,821.284856240847,836.4463186048417,2907520
2020-11-27,850.22705078125,858.779722380346,805.5886784335016,848.3758236647153,22134920
2020-12-01,827.8507690429688,858.7321694057085,823.7348812243681,858.7274119587642,4701720
2020-12-02,820.640869140625,829.3551202514261,815.106217349906,827.850838608278,3239040
2020-12-03,831.3678588867188,833.6444713083984,822.9957965606941,829.3645675944615,2545500
2020-12-04,847.3634643554688,849.682835849126,832.6915555349847,834.1173972396679,2494000
2020-12-07,834.7138671875,850.7522074593732,829.3574459616223,838.9177098414648,2520600
2020-12-08,832.6652221679688,842.6437333710165,826.3345117997345,840.0107190044048,2373980
2020-12-09,835.027587890625,838.4757507742794,830.84509563409,833.8132204967904,1790060
2020-12-10,872.2681274414062,874.7063189365406,834.697177482189,836.8264250222587,6089220
2020-12-11,874.5685424804688,877.3679520631999,865.0106569637182,869.7634627712113,3258820
2020-12-14,883.6321411132812,887.7765736912168,869.7634287812346,872.3631995320995,2614260
2020-12-15,864.5305786132812,881.6454361692233,861.7240329906207,877.3821834829797,2715100
2020-12-16,870.8779907226562,890.4357984242024,867.3942049164594,874.4212446197043,4432140
2020-12-17,870.0177612304688,874.2857715976214,862.0069162593554,871.5695593014034,1962080
2020-12-18,872.7457885742188,883.9742913752331,863.0144310835352,874.27855671813,4995800
2020-12-21,864.6588745117188,880.4571949225202,860.3052885472156,867.9929744413834,2844440
2020-12-22,881.814208984375,887.11122043799,855.505061231386,865.0106730228458,2655480
2020-12-23,890.3287963867188,894.0977386211081,879.9795509091688,881.8854305372543,2056900
2020-12-24,882.4224243164062,894.9531901790151,873.2138645396042,884.6015668643945,2508740
2020-12-28,883.8959350585938,895.6187492967116,880.2196466821123,895.6187492967116,1307140
2020-12-29,867.9882202148438,888.7746076186087,863.8414091170504,884.9723633079409,3974280
2020-12-30,873.5300903320312,877.7482055139533,866.4365044105842,874.4924871002657,1873080
2020-12-31,874.052734375,876.8925237630626,867.7433741248843,868.7201010815523,1708840
2021-01-01,876.9259643554688,880.2196844909691,870.0510466176025,874.0267642552222,1005720
2021-01-04,873.4683227539062,885.447749275218,871.1774377940774,879.0314612369918,1240700
2021-01-05,882.0374755859375,884.9723560963757,868.7201637311659,871.8308377011904,1673460
2021-01-06,879.993896484375,884.0218878375242,875.9421178949232,879.7467412974245,1154120
2021-01-07,861.5552978515625,884.7347394430825,857.8861459479699,883.9743021703779,2412100
2021-01-08,870.0604248046875,872.1397771343676,855.5049584969273,866.3080757177906,3032700
2021-01-11,874.1099243164062,881.448228730001,864.4451121470073,872.139877000793,2291100
2021-01-12,855.4622192382812,876.4149434314181,853.1285755249132,874.9914805244375,2831320
2021-01-13,856.4223022460938,868.5752003145227,853.8415033461232,857.4037287279385,2187740
2021-01-14,861.8072509765625,866.4079344041568,857.8339123735865,857.8339123735865,1169760
2021-01-15,847.6154174804688,867.3395620043517,845.999451867753,860.7355289104589,1928020
2021-01-18,837.9528198242188,859.0220428837225,834.4381690341318,848.3733686680017,2413480
2021-01-19,843.8463745117188,846.9737577744085,839.820762032775,842.6724454352632,1256980
2021-01-20,840.3577270507812,852.653231473792,837.5892412983418,844.4308554771613,1476620
2021-01-21,842.0213623046875,850.7522645085751,839.1245410042422,844.5736167775073,1419540
2021-01-22,835.9994506835938,849.9109215487867,834.1173582869516,845.2389346676398,1965000
2021-01-25,827.7129516601562,841.2465533944277,818.9012319081075,838.9651836018937,2328720
2021-01-27,833.5517578125,836.3844111500744,824.1483164660166,830.455298258189,1328040
2021-01-28,826.4013061523438,832.6916381346961,817.6252658344116,830.3152350578276,1781100
2021-01-29,810.8286743164062,830.213009132271,806.1376572845313,826.2776719821619,2257760
2021-02-01,812.1451416015625,821.0803809867964,807.9769219624975,817.4825328091151,1688120
2021-02-02,817.021484375,824.6117003380273,810.5671377966833,815.1084686827912,2605960
2021-02-03,815.8855590820312,821.7125029005502,810.4008033137903,817.4848733909436,2246500
2021-02-04,811.4940185546875,818.7633973987479,810.4697750504013,817.4777844038755,1842000
2021-02-05,813.4783325195312,815.9236603774764,808.1195904138265,814.2055257284969,1961940
2021-02-08,818.3475952148438,821.51773761817,812.7844568274105,816.5320488993062,2432140
2021-02-09,823.135986328125,832.2162116100133,815.1061124564094,818.0053120983525,2420240
2021-02-10,816.406005859375,828.7371918756455,812.0881007485032,824.1459656455471,2331520
2021-02-11,827.5704345703125,829.243431531657,815.106212688274,817.0025776029123,1307320
2021-02-12,821.9644775390625,832.644017708774,819.3836785920669,827.4682054915128,1090560
2021-02-15,830.7833251953125,832.0618601362722,820.2416343252979,824.5642973153215,2202380
2021-02-16,818.3023681640625,838.6800211182425,814.58807862858,834.3549798498636,4595480
2021-02-17,795.6766357421875,803.2240928525372,777.0836637952061,803.2240928525372,11986860
2021-02-18,777.7824096679688,803.2241934595966,774.7073581888417,796.3801413910854,5021320
2021-02-19,778.3384399414062,782.5351462742276,770.5699933449854,780.8859367046308,2605500
2021-02-22,765.0258178710938,785.6387325688459,761.6180355131637,779.9852612630908,4298300
2021-02-23,768.5262451171875,772.5685083814702,760.5486451052939,766.6750181535613,2859960
2021-02-24,776.9008178710938,778.4146144783896,765.2017901739154,773.8994486357484,1686840
2021-02-25,765.8624267578125,778.1911778948737,765.2017797498232,774.9925486822222,3714260
2021-02-26,765.2777709960938,773.9658556332746,760.6342705919413,762.8490942703925,4537460
2021-03-01,774.3484497070312,777.9201899670801,765.2016779334333,771.665481745988,1814360
2021-03-02,787.8321533203125,789.9162631445694,774.220111594982,774.8023186571281,2461940
2021-03-03,793.6829833984375,794.6691674416409,786.4301967623128,793.9562465378356,1857460
2021-03-04,791.9029541015625,794.0963691479207,781.5988464869417,791.6534202150262,2599620
2021-03-05,797.6585693359375,800.3724025628298,782.1216188343533,784.9733019788764,2054820
2021-03-08,800.9642333984375,803.2241949184555,789.2984504622175,794.9091633396949,1836840
2021-03-09,803.7374877929688,805.5982298882427,791.8174713554369,803.709001126444,1854340
2021-03-10,804.7189331054688,807.9769721426674,797.7584398479219,805.5862969420333,1275760
2021-03-12,794.7855834960938,808.445142935528,791.3421779613462,806.8838299610948,1698280
2021-03-15,800.042236328125,802.2665170474005,790.391638212324,802.2665170474005,1379660
2021-03-16,795.7123413085938,808.927543300203,793.4809245239065,800.1348526121573,1689400
2021-03-17,782.1096801757812,797.995953985557,776.6107103565423,797.995953985557,3143460
2021-03-18,770.0138549804688,790.1514883579483,769.0038838721694,782.6872286533152,1927300
2021-03-19,781.8768920898438,788.7280798455924,763.7758507453251,769.9544979511055,3988320
2021-03-22,788.3978271484375,792.5303662591266,777.1312638809068,781.8840696755642,2175720
2021-03-23,792.8321533203125,796.0949497715465,784.5171221208672,787.7775398485602,2007160
2021-03-24,781.7461547851562,797.0358914900869,780.3749658876836,788.9656378030921,1511100
2021-03-25,768.533447265625,788.2290464462677,765.9621631097881,780.6483444816482,2174080
2021-03-26,787.623046875,789.8425698508357,772.5209962128029,774.6597586286647,2531560
2021-03-30,815.8190307617188,820.0276305772909,789.4409613138449,789.4409613138449,2978040
2021-03-31,815.82861328125,822.1878696284159,805.6742485448356,822.1878696284159,2206620
2021-04-01,811.9288330078125,816.9383083735363,806.4369989583282,815.8285468985575,1663520
2021-04-05,802.2997436523438,815.1061526926871,794.8544551846965,815.1061526926871,1631140
2021-04-06,811.8599853515625,813.6802889433958,798.4713115799678,803.6993975486462,1283860
2021-04-07,827.456298828125,849.1338376846636,809.1651338798943,812.7297379939026,3569300
2021-04-08,840.7665405273438,844.0507453924102,823.5115125463625,828.178742047489,2360120
2021-04-09,836.1326904296875,848.3284076338658,831.741102052264,837.0214628866029,1478880
2021-04-12,831.82177734375,837.4443253386443,824.1887438965638,825.8070880862799,1150640
2021-04-13,816.0021362304688,836.4914759006551,809.882898515532,835.8759666383129,2210540
2021-04-15,802.0667724609375,826.9881352945619,797.2831016992112,823.4235312631198,2366280
2021-04-16,819.9588012695312,823.8988958934176,801.4561605450333,806.5036380480298,1883800
2021-04-19,812.2521362304688,819.38372368686,805.6005868034963,817.5324965364257,1018760
2021-04-20,812.5228881835938,827.9386392022824,802.7511511759587,827.9386392022824,2073740
2021-04-22,798.0174560546875,817.0072696409972,786.6487243540172,817.0072696409972,4088620
2021-04-23,790.1871948242188,798.4381166071831,789.2033895682401,797.7584398616629,1372000
2021-04-26,801.826904296875,802.9865610941973,791.9909399444016,798.4262577330242,3047240
2021-04-27,797.4732055664062,804.6499298999654,796.0948804385364,803.1765718740255,893020
2021-04-28,790.5721435546875,799.9494192858399,789.4884900039013,797.2831024299946,1737520
2021-04-29,788.6010131835938,798.7341439905066,787.5234226717891,797.0329708136669,1604140
2021-04-30,779.3638305664062,791.7859581096943,776.7713835138974,788.4791035361001,1955660
2021-05-03,788.8016967773438,792.0607181144397,777.614834350567,781.7889879924539,1280960
2021-05-04,790.7059936523438,794.2135147427421,782.7447275262404,788.9689455885164,2115920
2021-05-05,790.83251953125,793.7355325376004,786.4456833958046,791.3963688203104,706440
2021-05-06,798.8776245117188,801.3720721423437,789.6763082516777,789.6763082516777,1406380
2021-05-07,800.9680786132812,802.724259816778,796.3638341971515,802.2678603702836,753320
2021-05-10,802.208251953125,805.2044821190219,796.6028912121126,804.248749796032,953160
2021-05-11,806.1649169921875,809.9352876285825,798.53101749388,800.3779653563313,1201260
2021-05-12,798.891845703125,805.5580549631212,794.2135175677737,801.3934679236306,1211520
2021-05-14,823.0838012695312,824.7969326629069,793.496701440763,798.8487787133799,1931640
2021-05-17,814.1859130859375,826.7083735477062,812.4010901580677,822.885444652688,1214060
2021-05-18,821.0026245117188,824.2688204983222,814.3793493168529,818.1162947250147,1108780
2021-05-19,833.8453979492188,834.5932304735496,821.3085281782235,821.3085281782235,1768740
2021-05-20,826.00830078125,836.2489387031371,822.9809793517629,834.3542159378295,985060
