Price,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,
2020-11-12,137.24058532714844,137.67527615272067,134.6150569857198,137.36230088082246,13222638
2020-11-13,137.0145263671875,139.24014091662838,133.25880247829153,136.2494663911763,19115708
2020-11-14,143.56967163085938,144.29995425710922,137.44922338179407,138.2490501646686,16811038
2020-11-17,137.24058532714844,144.317354089978,136.3538202880087,144.317354089978,44296492
2020-11-18,133.2066650390625,137.17105423617667,131.2244810530754,137.17105423617667,42174930
2020-11-19,133.4326934814453,137.53617042742582,132.85889312993604,133.2066457732418,33181436
2020-11-20,133.29360961914062,135.5887796297411,131.64178424513906,134.82373003458795,18928924
2020-11-23,137.17103576660156,137.5535551880025,133.18926371596626,134.2325216563002,18370378
2020-11-24,135.53660583496094,138.9271944350658,135.04975420976746,138.40556541966504,14237058
2020-11-25,132.85890197753906,136.80589686441917,132.5633207011,135.9712925874194,14976356
2020-11-26,131.4504852294922,133.81519870817039,130.42461079550492,133.4326793311543,16774012
2020-11-27,129.71176147460938,133.5022639099324,129.01625605115302,132.28512941888377,27707056
2020-12-01,131.90257263183594,132.65024930086577,129.01622995337803,130.37246313226103,9807172
2020-12-02,133.71092224121094,135.62356222125428,131.39836875149092,132.598109280521,19302512
2020-12-03,136.97976684570312,138.33600005950836,133.06754952939838,134.5802756808833,37347498
2020-12-04,136.42337036132812,138.6837627522058,135.20623599700937,137.8143810634067,14825638
2020-12-07,137.36228942871094,140.83981574336187,136.1277718320371,136.3711923065218,20185302
2020-12-08,135.78001403808594,138.75329467903825,135.2931518824913,138.75329467903825,11461924
2020-12-09,137.41448974609375,138.68378509370584,135.9713180327109,136.37123155146935,16825160
2020-12-10,138.85763549804688,139.62269560942755,134.6150593339943,137.39708066618715,14788112
2020-12-11,138.19691467285156,141.67444151722412,136.31905229940432,139.44882645933964,29170228
2020-12-14,140.99630737304688,141.18756707356266,138.6141997469522,139.62268024639263,22254470
2020-12-15,138.61419677734375,142.31776006645572,138.09256784612887,141.9873908316592,17578662
