Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,,,,,
2020-11-12,483.6251220703125,491.6499393214094,476.9298816049836,478.5918236052253,10911897
2020-11-13,482.8653869628906,489.8455201525156,479.1616073333324,486.1892709510809,9501329
2020-11-14,488.1360778808594,489.56059950891637,484.5273013492351,485.28703462474544,1766237
2020-11-17,492.3147277832031,497.06313349884385,488.1835800322335,490.985150997249,12411197
2020-11-18,487.18646240234375,492.2672337077079,483.38773754930406,488.1361436156037,6483702
2020-11-19,481.82073974609375,490.17795129858905,479.5889832356332,486.2367513200875,6843207
2020-11-20,477.92706298828125,486.7116140715234,471.0418743014158,484.33741107605255,7594535
2020-11-23,487.0439453125,490.41535970191586,475.7902470849865,478.639290480705,8931512
2020-11-24,493.9767150878906,496.4458631009026,482.6280127938955,487.6613117213075,9096230
2020-11-25,480.7286071777344,499.5322822553973,478.78174344136016,494.973824352318,10673809
2020-11-26,485.9518737792969,487.18644772655676,477.0248474579908,480.53867943399166,7494355
2020-11-27,485.9043273925781,494.5939036321059,483.5776260945445,488.1360837665032,12954065
2020-12-01,512.2105102539062,515.4394493821795,486.85406966328014,491.9348406816564,25388623
2020-12-02,517.2437744140625,519.4755015550993,509.0290106645945,513.6824707013905,14234038
2020-12-03,520.6627197265625,523.7017111700118,513.7775310024082,522.3246618323928,9345458
2020-12-04,540.416015625,544.0723226198413,517.7661446902956,522.3246023544201,16177536
2020-12-07,552.999267578125,561.7363448902526,538.5166314672605,541.6505673607596,21232768
2020-12-08,540.0836791992188,552.7144268453368,537.329580690875,552.7144268453368,10673103
2020-12-09,540.8908081054688,554.5662378464873,538.1842404102747,542.2678571639071,11144200
2020-12-10,536.7598876953125,545.829332607794,531.9164782387368,541.3183463878948,6755693
2020-12-11,539.5138549804688,544.1198434801935,533.7208229701056,539.3239651156877,6968494
2020-12-14,547.2537841796875,549.5330422147753,539.7512796144682,539.7512796144682,8582193
2020-12-15,542.8853149414062,550.8151302691867,540.3686364192539,546.0667239737627,5896090
2020-12-16,547.586181640625,549.3905991882726,542.2679898643106,542.2679898643106,5135499
2020-12-17,542.6001586914062,556.7978997303459,541.0332199857357,550.3400812071534,9025916
2020-12-18,546.0665893554688,547.871006488476,539.4188221807065,545.1169083305027,4940687
2020-12-21,524.7462768554688,556.4181761162276,512.5428979841062,544.9270001013749,12715463
2020-12-22,539.7037963867188,542.3628920653416,513.2077265678124,525.1736861035845,8012096
2020-12-23,545.6868286132812,547.538718662401,537.6145379061975,541.3183180044371,4958783
2020-12-24,560.7393188476562,565.0603570440275,543.3601631565701,545.6868359026544,7486583
2020-12-28,557.4154052734375,569.2864205575471,555.1361471533118,568.8590524145308,12299793
2020-12-29,560.8816528320312,566.0099541254538,553.806574776612,560.121919519952,7430043
2020-12-30,554.6138305664062,565.0603239503625,552.2396275245981,565.0603239503625,5589703
2020-12-31,562.5436401367188,564.9653735872533,552.7619352912193,555.2311412093458,8835267
2021-01-01,566.2473754882812,569.5712594534116,556.370668520605,562.6860712399273,8229768
2021-01-04,573.9873046875,578.7831828557727,565.250226599316,569.8086844823878,11329298
2021-01-05,573.085205078125,578.0710320162276,569.8087929260109,577.8336116858418,7790158
2021-01-06,574.842041015625,580.2077631888735,566.1524924776731,573.7024119387293,6422080
2021-01-07,571.613037109375,577.4060682267357,567.909257894059,575.5541786190777,4555702
2021-01-08,589.5621337890625,591.461496370834,573.6074996949717,576.4565435676288,11451416
2021-01-11,589.751953125,596.3997207125603,583.1516579988498,592.3161036444171,7516087
