Price,Close,High,Low,Open,Volume
Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Date,,,,,
2020-08-18,955.4293823242188,958.7106954216554,946.7268349491455,956.7609481770096,4362050
2020-08-19,959.7568359375,974.8317767620829,956.2378055978352,967.5083390924893,4914223
2020-08-20,947.0597534179688,955.8574463319695,933.0309998524001,937.7865095356437,4791040
2020-08-21,945.5379638671875,960.6129055508685,943.4930715905559,960.6129055508685,2806380
2020-08-24,942.8748779296875,952.4334987955477,941.590913540576,947.2975251377916,2026255
2020-08-25,932.4603271484375,951.0068142216724,929.9874273749476,944.4441878831896,2914757
2020-08-26,921.5702514648438,939.6887321084224,917.8133871301899,938.737630152847,4482066
2020-08-27,927.8949584960938,932.079829932377,918.0986208732612,927.5620960628069,4466609
2020-08-28,933.83935546875,955.572068206198,930.3678684452785,939.6886552372996,7821191
2020-08-31,898.7437744140625,946.7268780750514,894.416272271341,939.78378759149,8489726
2020-09-01,908.492431640625,918.7643192519462,897.1742972411761,917.7656739933232,5099949
2020-09-02,908.825439453125,912.8676226638611,901.6446314771249,909.6814544121312,2107714
2020-09-03,914.1515502929688,923.5198801306774,906.6853660712036,913.0577599644184,3278899
2020-09-04,896.4135131835938,909.3960769396167,894.0357585067142,901.6445734727288,3130721
2020-09-07,886.5696411132812,904.2601128700201,871.4470979933272,900.8361693205389,3470806
2020-09-08,871.8750610351562,890.2313147832713,868.3084291650309,890.2313147832713,3738931
2020-09-09,865.027099609375,882.6224831638262,856.942734192465,863.1724394624249,5656245
2020-09-10,875.9172973632812,877.8670446280016,867.4049238361187,872.8262162202249,2948599
2020-09-11,872.5409545898438,876.4879928629857,867.4049808252213,875.0137964464952,2632298
2020-09-14,857.9889526367188,878.1998668778903,856.942763825671,877.2963665640989,5006356
2020-09-15,865.4551391601562,870.448423867709,855.9916641519025,865.5026826424792,4488829
2020-09-16,876.7257080078125,878.8181437697758,866.7866816764763,870.2582267850053,3596197
2020-09-17,861.9835815429688,873.0639411421687,860.794704249091,870.2581791184874,4512652
2020-09-18,856.657470703125,869.4022010019071,853.1383821543425,866.6440403938949,7496145
2020-09-21,838.729248046875,859.605947874179,831.5484397918741,856.9428739714137,4597697
2020-09-22,814.6187744140625,844.5309406713877,810.3388158794877,844.5309406713877,5089087
2020-09-23,818.5181884765625,830.9776569267839,812.7640341782958,823.8443934039786,3709291
2020-09-24,809.1023559570312,817.8525045931299,801.7788600969058,814.1431841553397,11609426
2020-09-25,845.767333984375,851.6166336780724,810.3387894907928,818.0426913818885,4961967
2020-09-28,858.7023315429688,872.6359976687862,849.3340010007914,854.089510524872,3853608
2020-09-29,851.6642456054688,868.2133845664863,848.7633962923928,865.4552237649779,3362381
2020-09-30,857.513427734375,860.271646393598,840.8691449130506,853.8992522175892,3582787
2020-10-01,858.6547241210938,868.9266123181163,856.6574334899626,865.4551254544219,2506154
2020-10-05,853.0908203125,864.1235786084309,851.2837035680361,863.5529407157845,2788003
2020-10-06,848.9534912109375,860.3191699703536,844.8162213684867,856.9903134831151,3497325
2020-10-07,844.4833984375,851.2361986929031,833.2128061160346,851.2361986929031,5073845
2020-10-08,837.96826171875,850.2850421156786,836.0660580451132,846.7659537093206,3918217
2020-10-09,864.0285034179688,870.210665558704,842.295790908224,844.0078207107947,9668150
2020-10-12,861.4605102539062,880.4825474662475,857.941421759493,872.1128627029475,6188905
2020-10-13,852.615234375,870.9239443289559,845.3868257446079,863.552905256584,4548652
2020-10-14,870.448486328125,872.1604581691441,843.817632643571,853.138419823034,5286914
2020-10-15,845.33935546875,874.062644403118,842.1056438454198,868.3560330141967,4927777
2020-10-16,850.3801879882812,859.3205690939695,846.0051424560995,850.285101018272,2373435
2020-10-19,858.7499389648438,861.6983316697215,840.7740896203463,855.0406182903748,5800391
2020-10-20,872.4457397460938,889.7558055093727,868.3560132870736,874.0626245463533,13188572
2020-10-21,879.2461547851562,885.4758605613597,864.2187565168018,879.7217057306779,6390783
2020-10-22,890.5166625976562,893.0846492375429,875.1564023426513,876.9159175687056,6151367
2020-10-23,895.224609375,902.1200977340637,882.6225099601594,894.0357320717131,5102184
2020-10-26,905.2112426757812,912.3445069994674,896.8891009648139,903.4041258268526,6975809
2020-10-27,933.9345092773438,937.7864603084397,908.4449903233098,913.0578112536532,9638520
2020-10-28,934.7904663085938,946.0135150144057,926.5634698173952,941.543324535897,7369181
2020-10-29,888.8047485351562,911.9165136927132,880.7203821760885,904.5930172631915,11852038
2020-10-30,884.0491943359375,900.5032451916617,879.0083659998812,894.9868659172859,4797473
2020-11-02,883.8590087890625,892.0860636745057,875.6320119542739,884.5247917478208,3682174
2020-11-03,901.4067993164062,906.3049971781645,886.90249576634,898.6961822010807,4049112
2020-11-04,893.8931274414062,904.1650747460533,884.5247966328153,888.5669798432341,3369408
2020-11-05,911.2506713867188,912.8675561633574,898.1254772922499,905.4489732448012,2889134
2020-11-06,913.7711181640625,920.1910557624049,903.6418600664175,912.1066898978256,3419233
2020-11-09,918.6217041015625,926.943845338883,915.3404491399393,923.5199018786456,3040456
2020-11-10,983.1539306640625,986.1975262286196,924.0905293141429,927.3242988071663,12149416
2020-11-11,1007.644775390625,1010.8310593643369,971.3127323564636,989.1458914572554,10254627
2020-11-12,1020.7224731445312,1023.2429163022687,1000.9871094831543,1003.3173787087726,6743163
2020-11-13,1000.0835571289062,1015.9194255476402,987.3387696047695,1012.9710331453605,5025096
2020-11-14,1007.4070434570312,1015.586612332331,1002.4613602266045,1008.2155729189001,911852
2020-11-17,1028.046142578125,1043.2161725588758,1009.1667916941659,1011.0213940951128,7611327
2020-11-18,1092.007568359375,1097.809266190676,1026.381543349926,1028.0459715204554,13436421
2020-11-19,1078.7872314453125,1119.4468339529494,1053.5354318684724,1070.0371412058246,10841151
2020-11-20,1076.9326171875,1104.2291924730605,1063.8073658752096,1084.2560546247107,7009257
2020-11-23,1070.7979736328125,1091.7222139230532,1067.9446681386887,1083.114812009892,4998877
2020-11-24,1079.97607421875,1088.0604393714223,1073.128187824062,1079.5005233274162,4623887
2020-11-25,1061.4298095703125,1091.6748989717134,1058.0533511011351,1085.6829100578063,4651911
2020-11-26,1064.140380859375,1079.4530988516813,1047.6863869811905,1074.745190695795,7360928
2020-11-27,1067.5167236328125,1084.065918794607,1038.6032046066534,1073.7939725283074,18995549
2020-12-01,1061.382080078125,1084.2561263777554,1056.8643462182176,1084.2561263777554,3551604
2020-12-02,1059.289794921875,1076.695007016335,1050.1116379004939,1065.2817836367055,4434968
2020-12-03,1070.13232421875,1081.8308079084366,1065.519503231712,1079.5006546978489,4087608
2020-12-04,1093.2916259765625,1105.1803996387696,1073.5562616972989,1074.7451390635194,6542918
2020-12-07,1112.5037841796875,1114.596277904214,1088.0605131482578,1098.3324595380795,5484461
2020-12-08,1114.1207275390625,1124.6779348275431,1091.912522617062,1117.4970694373844,4982626
2020-12-09,1123.2513427734375,1127.0557503696218,1109.317676732151,1120.3980370762993,4304573
2020-12-10,1132.14404296875,1135.3778124191458,1112.836745431951,1124.202365888528,4921373
2020-12-11,1135.9010009765625,1157.3007928856816,1124.2024016257235,1129.9090128014886,6689415
2020-12-14,1188.54443359375,1202.0976347683365,1139.5150874655153,1139.5150874655153,9723233
2020-12-15,1185.310791015625,1190.779627162738,1156.635044345717,1188.8774232854814,6953407
2020-12-16,1206.2349853515625,1215.5082288817637,1186.0716715007757,1194.821762545161,5729223
2020-12-17,1216.2691650390625,1221.2148485146427,1192.7293928422266,1207.8994218174425,5345257
2020-12-18,1218.8846435546875,1237.383528419126,1207.8993705551804,1221.1671951534352,10315248
2020-12-21,1174.4681396484375,1273.0498732637589,1097.5715754548958,1213.843780913614,21153346
2020-12-22,1200.956298828125,1205.997185238492,1154.2097342529598,1174.8485986323715,7998730
2020-12-23,1202.95361328125,1209.135775033673,1187.3079188778022,1205.9970926265403,4057070
2020-12-24,1200.4808349609375,1218.3615980631225,1192.2062944356942,1212.6549863625928,3277840
2020-12-28,1226.350830078125,1227.8725699189558,1204.5705730459779,1212.6549393080315,3405825
2020-12-29,1222.023193359375,1231.7245019267298,1205.7117733501195,1231.629298860331,3778319
2020-12-30,1228.8712158203125,1232.9608841946947,1208.8504750448628,1225.2093807449962,2866392
2020-12-31,1224.6387939453125,1240.2368884621842,1219.3126464789264,1229.7747674705554,3889877
2021-01-01,1233.5792236328125,1236.384927932239,1220.2637963923657,1220.2637963923657,2058419
2021-01-04,1250.3184814453125,1257.8798108901274,1238.3346212342733,1241.1879268131543,4014636
2021-01-05,1242.4244384765625,1248.7967746637999,1231.724542273236,1243.090163355359,2833637
2021-01-06,1249.747802734375,1264.9654319914146,1236.4323771344655,1244.0411917629851,4615963
2021-01-07,1273.4779052734375,1280.9441484371373,1260.2100795556219,1264.965589289794,4270598
2021-01-08,1306.2435302734375,1315.3264848534768,1281.1344138638594,1283.7975459456784,4984995
2021-01-11,1283.987548828125,1317.2285133739313,1279.2320393880207,1314.4228092447916,3252470
2021-01-12,1283.79736328125,1300.013580664574,1278.3285274745865,1287.7919447342913,2836161
2021-01-13,1286.365234375,1305.862822030961,1278.5662457531348,1287.791887130314,4389762
2021-01-14,1309.286865234375,1321.7462770270117,1289.931964598722,1291.5963929401396,5168591
2021-01-15,1287.9345703125,1316.80048772234,1279.2795668528945,1309.3818469847936,2587576
2021-01-18,1270.7197265625,1287.6492705435503,1261.3037946313318,1279.4222159748704,3185998
2021-01-19,1302.866943359375,1314.4228549206541,1271.6232684724419,1274.524175772233,3885798
2021-01-20,1315.0411376953125,1324.9326212204537,1295.924011672492,1302.0585728248966,3957992
2021-01-21,1304.24609375,1327.7382644527308,1294.4972991865038,1326.787162544097,2985423
2021-01-22,1295.495849609375,1307.7650871013502,1282.5608872408516,1295.400762641483,3282665
2021-01-25,1294.7349853515625,1328.118636821509,1276.3786733406446,1303.0095249453675,4847989
2021-01-27,1293.3558349609375,1324.5995076933577,1265.0605547602604,1301.8682662283081,8896211
2021-01-28,1279.56494140625,1298.3492042756695,1274.4765693682132,1278.9467019396532,2962948
2021-01-29,1269.435546875,1302.0583855914772,1260.3049926652532,1295.4006728820978,5130876
2021-02-01,1378.0037841796875,1390.5107957474693,1271.813247727415,1279.9452143482604,11317043
2021-02-02,1445.8648681640625,1515.105123644977,1401.924012713557,1401.924012713557,14349665
2021-02-03,1453.8067626953125,1481.8166654181857,1431.4082679424707,1455.1858139215815,6197782
2021-02-04,1454.99560546875,1474.2078157234666,1436.1637430596352,1450.4302703085718,3957579
2021-02-05,1442.3460693359375,1471.3546780499144,1437.210095720414,1459.370817014566,3270494
2021-02-08,1475.919921875,1493.2299293930482,1445.674836100276,1446.7686264662702,5223019
2021-02-09,1489.853515625,1497.5099323132972,1469.4524264363572,1480.86564916596,3825206
2021-02-10,1476.9185791015625,1487.5233886282208,1453.9494447333652,1483.7189809846705,2578777
2021-02-11,1455.661376953125,1483.6237944774828,1451.9045710976861,1473.637225083162,2720190
2021-02-12,1446.9588623046875,1468.5013437082337,1441.965577295317,1459.9414265493126,1867284
2021-02-15,1462.4617919921875,1468.5012655570877,1446.958785299996,1452.3325340062647,1917477
2021-02-16,1473.6849365234375,1497.0345368906903,1463.7459671377205,1464.6970691306626,3838556
2021-02-17,1472.6385498046875,1490.37662281144,1458.0391593937063,1468.5012799112083,2340184
2021-02-18,1450.0499267578125,1475.3492139595749,1441.0620602852475,1466.7892968994918,2446843
2021-02-19,1435.0225830078125,1471.3546288902428,1425.5590495089828,1449.336596840758,3044240
2021-02-22,1381.1900634765625,1438.0183991517765,1376.339467250068,1437.0198118676367,6168108
2021-02-23,1413.622802734375,1424.7506485421454,1388.608776282732,1390.510980085859,3733776
2021-02-24,1451.9521484375,1457.0881219570879,1414.0031591166592,1414.0031591166592,2380414
2021-02-25,1432.787353515625,1465.2675053219666,1428.5549966704043,1458.9902562532625,3168105
2021-02-26,1371.9644775390625,1420.470673971986,1364.9739018616374,1409.5330022273072,5579058
2021-03-01,1400.8304443359375,1413.3374578460212,1367.8747394774762,1384.8044001506103,2494481
2021-03-02,1413.0045166015625,1416.8089240821434,1386.849215172568,1406.9650429464007,2089473
2021-03-03,1423.7044677734375,1436.1638795345689,1408.9147866794297,1420.470698069456,2184001
2021-03-04,1391.08154296875,1421.2790267144776,1386.7064976778179,1400.973025431705,3530366
2021-03-05,1391.985107421875,1404.9675543122132,1368.7305983903934,1382.521574704308,3306902
2021-03-08,1441.1094970703125,1450.430341772717,1398.1197392825534,1405.7285541902133,4150049
2021-03-09,1434.5469970703125,1457.3734419520435,1418.8538162141224,1450.430351859996,3779948
