Date,Portfolio,Pct_Return
2020-10-27,100000.0,0.0
2020-10-28,101528.65418310674,0.01528654183106748
2020-10-29,99569.17507068951,-0.019299764467312963
2020-10-30,100627.47576624723,0.010628798469068057
2020-11-02,101513.84716347718,0.00880844312629847
2020-11-03,103239.9506426716,0.017003625883813767
2020-11-04,104549.92452009526,0.012688633317519349
2020-11-05,106641.19973748506,0.020002646840628246
2020-11-06,108079.9742516576,0.013491732254647504
2020-11-09,110603.17982247283,0.023345726979357995
2020-11-10,112453.41194145528,0.016728561709999923
2020-11-11,115609.2184540754,0.028063234882220067
2020-11-12,117954.14787130333,0.020283239075432613
2020-11-13,118668.57806040313,0.006056846681468997
2020-11-14,121265.61576271111,0.021884796672848594
2020-11-17,122185.32622237204,0.007584264128593476
2020-11-18,123684.23507032332,0.012267502934217633
2020-11-19,126057.80388250023,0.019190552545579997
2020-11-20,127338.95269693021,0.010163185260820162
2020-11-23,130184.38723130841,0.022345358384958658
2020-11-24,132476.6618159826,0.01760790701116366
2020-11-25,135001.45185332635,0.01905837603947802
2020-11-26,135903.34365607906,0.006680608173996294
2020-11-27,137856.5908807299,0.014372326479279218
2020-12-01,139855.53027323683,0.01450013655303839
2020-12-02,143340.60721036067,0.024919121398453203
2020-12-03,146401.64568856827,0.021354998683069226
2020-12-04,149458.71336191308,0.020881375062189678
2020-12-07,151455.00907361743,0.013356837261607746
2020-12-08,153505.6121333479,0.013539354507144274
2020-12-09,154846.96530721762,0.008738137682578806
2020-12-10,156089.84945036683,0.008026532135669173
2020-12-11,157267.64999416878,0.0075456575039907214
2020-12-14,159543.31221750155,0.014469995726502871
2020-12-15,161235.8638540658,0.01060872820702663
2020-12-16,163764.60549445363,0.015683493609564447
2020-12-17,165275.70655387576,0.00922727505653409
2020-12-18,166578.52753077907,0.0078827130984227
2020-12-21,167236.00464992886,0.003946949999472871
2020-12-22,159416.1520341438,-0.0467593843332611
2020-12-23,162625.4902453469,0.020131825854859065
2020-12-24,165216.03034554093,0.01592948372537273
2020-12-28,168058.64591437895,0.017205446486596054
2020-12-29,170593.7037396917,0.015084364220120383
2020-12-30,172638.98660972464,0.011989204907314921
2020-12-31,173679.23211083235,0.0060255537960225425
2021-01-01,174536.53809005022,0.004936145610494158
2021-01-04,176798.34063487913,0.012958905737330273
2021-01-05,178834.20567635435,0.011515181840307198
2021-01-06,182159.52469545256,0.01859442384929544
2021-01-07,185182.66624870972,0.016596121220185722
2021-01-08,188819.7567226277,0.019640555715042973
2021-01-11,192960.07732950206,0.021927369671153718
2021-01-12,196895.91204560356,0.020397145205226064
2021-01-13,200964.98798482813,0.02066612707673743
2021-01-14,203644.77961811298,0.013334619428769123
2021-01-15,205598.34583156195,0.009593009047972778
2021-01-18,206757.71227637373,0.005638987221043168
2021-01-19,207379.45142760582,0.0030070904944092813
2021-01-20,210939.66658394493,0.017167637062546426
2021-01-21,214569.2915089848,0.01720693401966411
2021-01-22,216859.0358166231,0.010671351392062656
2021-01-25,220203.8239244895,0.015423789445853542
2021-01-27,220975.32968875437,0.003503598395863561
2021-01-28,219703.35120101474,-0.005756201334923827
2021-01-29,224926.92283377232,0.023775566481816446
2021-02-01,227450.00497659625,0.011217341663845914
2021-02-02,239580.3920906511,0.053332103093614025
2021-02-03,244784.88111922238,0.021723351327524565
2021-02-04,249345.00360448248,0.018629101864502395
2021-02-05,256426.67474375758,0.02840109501655874
2021-02-08,260673.7124206403,0.016562386425385434
2021-02-09,265221.42392497207,0.01744599201086028
2021-02-10,268504.20669320505,0.01237751731987391
2021-02-11,270509.5881361439,0.00746871517447123
2021-02-12,274052.8432375137,0.013098445514568846
2021-02-15,279014.69933660433,0.01810547207054647
2021-02-16,285069.97905691183,0.021702368135817718
2021-02-17,289117.89143641817,0.014199714725829482
2021-02-18,293130.0323392645,0.013877179592424849
2021-02-19,299468.6169324159,0.021623797952627477
2021-02-22,300292.091171247,0.0027497847596396063
2021-02-23,305693.77970840846,0.017988114559037927
2021-02-24,309377.6939452251,0.0120509950851162
2021-02-25,314907.34959020425,0.017873478771091245
2021-02-26,317054.6622062883,0.0068188710707399736
2021-03-01,318432.6212558107,0.0043461245450031605
2021-03-02,323067.5510094221,0.014555448921446779
2021-03-03,329544.5172319475,0.020048334171253623
2021-03-04,331074.5813035357,0.0046429662506304314
2021-03-05,332722.3793645646,0.0049771204256787716
2021-03-08,334871.49530434347,0.006459186616431634
2021-03-09,338806.93244900176,0.011752081618895627
2021-03-10,342678.3950928399,0.011426751559816095
2021-03-12,345867.44647322217,0.00930625165183896
2021-03-15,348367.21949925413,0.007227546424278808
2021-03-16,351333.8931499451,0.008515938023546887
2021-03-17,354735.25605433923,0.009681283163143206
2021-03-18,353945.95095630205,-0.0022250539932694435
2021-03-19,358629.0186579807,0.013231024931986912
2021-03-22,365248.1499476548,0.018456764359012112
2021-03-23,371649.53849212057,0.017526135438011625
2021-03-24,373293.28009041445,0.004422826959406434
2021-03-25,374892.99045163236,0.004285398228520032
2021-03-26,378908.03447806503,0.010709840217593136
2021-03-30,385019.652393929,0.016129554825308867
2021-03-31,391411.56534655014,0.016601523877750823
2021-04-01,395860.2173432177,0.011365663129368153
2021-04-05,400885.69689089054,0.012695086112469056
2021-04-06,405662.351294445,0.011915252753092131
2021-04-07,415315.96496333205,0.023797164410458427
2021-04-08,422077.94830285467,0.016281539622777563
2021-04-09,427528.5776798568,0.012913798029294599
2021-04-12,428225.19483992225,0.0016294049016463141
2021-04-13,435156.1418951719,0.01618528554313703
2021-04-15,445917.76167999854,0.024730478898811192
2021-04-16,451639.020430086,0.012830300207223422
2021-04-19,452286.4731112934,0.0014335623183994173
2021-04-20,461380.62251734396,0.02010705591854567
2021-04-22,459594.83625452826,-0.0038705272299305316
2021-04-23,466534.1811500726,0.015098831292571946
2021-04-26,473516.55323245673,0.014966474836145105
2021-04-27,478241.8708852617,0.009979202671052567
2021-04-28,486319.1426839988,0.016889511961354353
2021-04-29,494613.606365915,0.017055597762693386
2021-04-30,500999.22199127724,0.012910311287793741
2021-05-03,504752.23677977285,0.007491059114979937
2021-05-04,515566.38265537116,0.02142466162129475
2021-05-05,518721.16506244836,0.006119061508294665
2021-05-06,524610.6209711904,0.011353799122565178
2021-05-07,532133.9218757851,0.014340733114909465
2021-05-10,541019.5670134556,0.01669813701473566
2021-05-11,544043.2215802525,0.0055888081525188316
2021-05-12,553413.2128020566,0.01722288018695939
2021-05-14,558223.1634833206,0.00869142725543215
2021-05-17,564694.3147646985,0.011592409102119339
2021-05-18,577738.3554005222,0.023099295131489006
2021-05-19,582976.2410281334,0.009066189874099573
2021-05-20,588185.8086384475,0.008936157674499068
2021-05-21,590593.6418158864,0.004093660782147346
2021-05-24,597539.5654840644,0.01176091846641203
2021-05-25,604212.3283365917,0.011167064472327848
2021-05-26,608014.7193545967,0.006293137097141077
2021-05-27,613387.7599748126,0.00883702392257768
2021-05-28,619891.4634831636,0.010602923522011753
2021-05-31,624333.7106044312,0.00716616921340818
2021-06-01,631455.6810010524,0.011407313549874232
2021-06-02,637497.094925652,0.009567439341146011
2021-06-03,645558.650041168,0.01264563427768417
2021-06-04,653903.1837679216,0.012926066014639526
2021-06-07,662491.3263204092,0.013133660709527373
2021-06-08,671948.2422317909,0.014274776945242484
2021-06-09,678693.7534704122,0.010038736341086318
2021-06-10,683028.2645749905,0.006386549282963561
2021-06-11,689719.6333726525,0.00979662064471909
2021-06-14,690158.1324748403,0.000635764274308892
2021-06-15,697563.5251760801,0.010729994116978281
2021-06-16,701128.0446920302,0.005109956853105668
2021-06-17,698346.3512847027,-0.003967454202390863
2021-06-18,705832.8381919509,0.010720306468954721
2021-06-21,708201.2130894996,0.0033554331413871985
2021-06-22,721017.5582869955,0.018097039316813834
2021-06-23,729593.9134589437,0.011894793786054292
2021-06-24,733756.5951165239,0.0057054775002785
2021-06-25,741353.9513939109,0.010354055183899868
2021-06-28,748920.2034642708,0.010205991424384608
2021-06-29,751800.6985224886,0.003846197558689868
2021-06-30,758564.0916833605,0.00899625814948557
2021-07-01,759563.6215175035,0.0013176603600164594
2021-07-02,763445.741881243,0.005110987748443652
2021-07-05,767346.9804270485,0.005110040349681322
2021-07-06,767447.0584363209,0.00013042080287672952
2021-07-07,771088.2996203012,0.004744615467547009
